file_a,file_b,cochange_count
enterprise/integrations/github/github_view.py,enterprise/tests/unit/test_github_view.py,3
openhands/app_server/app_conversation/app_conversation_models.py,openhands/app_server/event_callback/sql_event_callback_service.py,3
enterprise/integrations/utils.py,enterprise/tests/unit/integrations/test_utils.py,3
frontend/src/i18n/translation.json,frontend/src/routes/changes-tab.tsx,3
openhands/integrations/vscode/README.md,openhands/integrations/vscode/package.json,3
openhands/integrations/vscode/package-lock.json,openhands/integrations/vscode/src/test/suite/index.ts,3
frontend/src/components/shared/buttons/conversation-panel-button.tsx,frontend/src/components/shared/buttons/new-project-button.tsx,3
frontend/src/components/shared/buttons/conversation-panel-button.tsx,frontend/src/components/shared/buttons/tooltip-button.tsx,3
frontend/src/components/shared/buttons/new-project-button.tsx,frontend/src/components/shared/buttons/tooltip-button.tsx,3
frontend/__tests__/components/features/conversation-panel/conversation-panel.test.tsx,frontend/src/components/features/conversation-panel/confirm-delete-modal.tsx,3
frontend/__tests__/components/features/conversation-panel/conversation-panel.test.tsx,frontend/src/components/features/conversation-panel/exit-conversation-modal.tsx,3
frontend/src/components/features/conversation/conversation-name.tsx,frontend/src/i18n/declaration.ts,3
.github/workflows/enterprise-preview.yml,.github/workflows/ghcr-build.yml,3
frontend/src/routes/root-layout.tsx,frontend/src/routes/user-settings.tsx,3
frontend/src/api/conversation-service/v1-conversation-service.api.ts,frontend/src/components/features/conversation/conversation-name-context-menu.tsx,3
frontend/src/api/conversation-service/v1-conversation-service.api.ts,frontend/src/components/features/conversation/conversation-name.tsx,3
frontend/src/api/conversation-service/v1-conversation-service.api.ts,frontend/src/hooks/use-conversation-name-context-menu.ts,3
frontend/src/api/conversation-service/v1-conversation-service.api.ts,frontend/src/i18n/declaration.ts,3
frontend/src/api/open-hands.types.ts,frontend/src/routes.ts,3
frontend/src/api/open-hands.types.ts,frontend/src/utils/feature-flags.ts,3
frontend/src/components/features/conversation/conversation-name-context-menu.tsx,frontend/src/i18n/translation.json,3
frontend/src/hooks/use-conversation-name-context-menu.ts,frontend/src/i18n/translation.json,3
frontend/src/i18n/translation.json,frontend/src/utils/feature-flags.ts,3
.github/workflows/ghcr-build.yml,.github/workflows/openhands-resolver.yml,3
.github/workflows/ghcr-build.yml,.github/workflows/py-tests.yml,3
.github/workflows/ghcr-build.yml,.github/workflows/vscode-extension-build.yml,3
frontend/__tests__/routes/git-settings.test.tsx,frontend/src/utils/utils.ts,3
frontend/__tests__/routes/git-settings.test.tsx,openhands/core/setup.py,3
frontend/__tests__/routes/git-settings.test.tsx,openhands/integrations/utils.py,3
frontend/__tests__/routes/git-settings.test.tsx,openhands/resolver/issue_handler_factory.py,3
frontend/__tests__/routes/git-settings.test.tsx,openhands/resolver/issue_resolver.py,3
frontend/__tests__/routes/git-settings.test.tsx,openhands/resolver/send_pull_request.py,3
frontend/__tests__/routes/git-settings.test.tsx,openhands/server/routes/git.py,3
frontend/src/context/conversation-subscriptions-provider.tsx,frontend/src/types/settings.ts,3
frontend/src/context/conversation-subscriptions-provider.tsx,openhands/integrations/service_types.py,3
frontend/src/hooks/query/use-repository-branches.ts,openhands/integrations/provider.py,3
frontend/src/hooks/query/use-repository-branches.ts,openhands/integrations/service_types.py,3
frontend/src/hooks/query/use-repository-branches.ts,openhands/server/routes/git.py,3
frontend/src/i18n/declaration.ts,openhands/integrations/utils.py,3
frontend/src/i18n/declaration.ts,openhands/resolver/issue_handler_factory.py,3
frontend/src/i18n/declaration.ts,openhands/resolver/issue_resolver.py,3
frontend/src/i18n/declaration.ts,openhands/resolver/send_pull_request.py,3
frontend/src/i18n/translation.json,openhands/integrations/utils.py,3
frontend/src/i18n/translation.json,openhands/resolver/issue_handler_factory.py,3
frontend/src/i18n/translation.json,openhands/resolver/issue_resolver.py,3
frontend/src/i18n/translation.json,openhands/resolver/send_pull_request.py,3
frontend/src/routes/git-settings.tsx,openhands/core/setup.py,3
frontend/src/routes/git-settings.tsx,openhands/integrations/service_types.py,3
frontend/src/routes/git-settings.tsx,openhands/integrations/utils.py,3
frontend/src/routes/git-settings.tsx,openhands/resolver/issue_handler_factory.py,3
frontend/src/routes/git-settings.tsx,openhands/resolver/issue_resolver.py,3
frontend/src/routes/git-settings.tsx,openhands/resolver/send_pull_request.py,3
frontend/src/types/settings.ts,openhands/resolver/issue_handler_factory.py,3
frontend/src/types/settings.ts,openhands/resolver/issue_resolver.py,3
frontend/src/types/settings.ts,openhands/resolver/send_pull_request.py,3
frontend/src/utils/utils.ts,openhands/integrations/provider.py,3
frontend/src/utils/utils.ts,openhands/integrations/service_types.py,3
openhands/core/setup.py,openhands/integrations/utils.py,3
openhands/core/setup.py,openhands/resolver/send_pull_request.py,3
openhands/integrations/provider.py,openhands/resolver/issue_handler_factory.py,3
openhands/integrations/provider.py,openhands/resolver/issue_resolver.py,3
openhands/integrations/provider.py,openhands/resolver/send_pull_request.py,3
openhands/integrations/service_types.py,openhands/resolver/issue_handler_factory.py,3
openhands/integrations/service_types.py,openhands/resolver/issue_resolver.py,3
openhands/integrations/service_types.py,openhands/resolver/send_pull_request.py,3
openhands/integrations/utils.py,openhands/resolver/issue_handler_factory.py,3
openhands/integrations/utils.py,openhands/resolver/issue_resolver.py,3
openhands/resolver/issue_handler_factory.py,openhands/resolver/issue_resolver.py,3
openhands/resolver/issue_handler_factory.py,openhands/resolver/send_pull_request.py,3
openhands/resolver/issue_handler_factory.py,tests/unit/resolver/test_issue_handler_factory.py,3
enterprise/poetry.lock,openhands/server/routes/manage_conversations.py,3
openhands/app_server/app_conversation/app_conversation_models.py,openhands/server/routes/manage_conversations.py,3
openhands/server/data_models/conversation_info.py,openhands/storage/data_models/conversation_metadata.py,3
frontend/__tests__/components/features/conversation-panel/conversation-panel.test.tsx,frontend/src/components/shared/buttons/tooltip-button.tsx,3
frontend/src/components/features/home/git-branch-dropdown/branch-dropdown-menu.tsx,frontend/src/components/features/home/git-provider-dropdown/git-provider-dropdown.tsx,3
frontend/src/components/features/home/git-branch-dropdown/branch-dropdown-menu.tsx,frontend/src/components/features/home/git-repo-dropdown/git-repo-dropdown.tsx,3
frontend/src/components/features/home/git-branch-dropdown/branch-dropdown-menu.tsx,frontend/src/components/features/home/shared/generic-dropdown-menu.tsx,3
frontend/src/components/features/home/git-provider-dropdown/git-provider-dropdown.tsx,frontend/src/components/features/home/shared/generic-dropdown-menu.tsx,3
frontend/src/components/features/home/git-repo-dropdown/git-repo-dropdown.tsx,frontend/src/components/features/home/shared/generic-dropdown-menu.tsx,3
openhands/app_server/sandbox/docker_sandbox_spec_service.py,openhands/app_server/sandbox/process_sandbox_spec_service.py,3
openhands/app_server/sandbox/docker_sandbox_spec_service.py,openhands/app_server/sandbox/remote_sandbox_spec_service.py,3
openhands/app_server/sandbox/process_sandbox_spec_service.py,openhands/app_server/sandbox/remote_sandbox_spec_service.py,3
openhands/app_server/sandbox/remote_sandbox_spec_service.py,openhands/app_server/sandbox/sandbox_spec_service.py,3
frontend/src/api/conversation-service/v1-conversation-service.api.ts,openhands/app_server/app_conversation/app_conversation_router.py,3
openhands/app_server/app_conversation/app_conversation_service.py,tests/unit/server/data_models/test_conversation.py,3
tests/unit/experiments/test_experiment_manager.py,tests/unit/server/data_models/test_conversation.py,3
frontend/__tests__/routes/llm-settings.test.tsx,frontend/__tests__/utils/has-advanced-settings-set.test.ts,3
frontend/__tests__/routes/llm-settings.test.tsx,frontend/src/utils/has-advanced-settings-set.ts,3
openhands/server/app.py,openhands/server/routes/mcp.py,3
frontend/__tests__/components/features/microagent-management/microagent-management.test.tsx,frontend/src/components/features/microagent-management/microagent-management-conversation-stopped.tsx,3
frontend/__tests__/components/features/microagent-management/microagent-management.test.tsx,frontend/src/components/features/microagent-management/microagent-management-error.tsx,3
frontend/__tests__/components/features/microagent-management/microagent-management.test.tsx,frontend/src/components/features/microagent-management/microagent-management-learn-this-repo.tsx,3
frontend/__tests__/components/features/microagent-management/microagent-management.test.tsx,frontend/src/components/features/microagent-management/microagent-management-main.tsx,3
frontend/__tests__/components/features/microagent-management/microagent-management.test.tsx,frontend/src/components/features/microagent-management/microagent-management-opening-pr.tsx,3
frontend/__tests__/components/features/microagent-management/microagent-management.test.tsx,frontend/src/components/features/microagent-management/microagent-management-review-pr.tsx,3
frontend/__tests__/components/features/microagent-management/microagent-management.test.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent.tsx,3
frontend/__tests__/components/terminal/terminal.test.tsx,frontend/src/routes/conversation.tsx,3
frontend/__tests__/hooks/use-terminal.test.tsx,frontend/src/components/features/chat/chat-interface.tsx,3
frontend/__tests__/hooks/use-terminal.test.tsx,frontend/src/services/actions.ts,3
frontend/__tests__/hooks/use-terminal.test.tsx,frontend/src/services/observations.ts,3
frontend/src/components/features/chat/chat-interface.tsx,frontend/src/components/features/chat/chat-suggestions.tsx,3
frontend/src/components/features/chat/chat-interface.tsx,frontend/src/components/features/controls/agent-status.tsx,3
frontend/src/components/features/chat/chat-interface.tsx,frontend/src/contexts/conversation-websocket-context.tsx,3
frontend/src/components/features/chat/components/chat-input-container.tsx,frontend/src/components/features/chat/custom-chat-input.tsx,3
frontend/src/components/features/chat/custom-chat-input.tsx,frontend/src/hooks/chat/use-chat-input-logic.ts,3
frontend/src/components/features/chat/custom-chat-input.tsx,frontend/src/hooks/use-auto-resize.ts,3
frontend/src/components/features/chat/interactive-chat-box.tsx,frontend/src/hooks/use-terminal.ts,3
frontend/src/components/features/chat/interactive-chat-box.tsx,frontend/src/routes/conversation.tsx,3
frontend/src/components/features/controls/agent-status.tsx,frontend/src/routes/conversation.tsx,3
frontend/src/components/features/conversation/conversation-main/conversation-main.tsx,frontend/src/routes/conversation.tsx,3
frontend/src/components/features/conversation/conversation-tabs/conversation-tab-content/conversation-tab-content.tsx,frontend/src/routes/conversation.tsx,3
frontend/src/components/features/microagent-management/microagent-management-add-microagent-button.tsx,frontend/src/components/features/microagent-management/microagent-management-learn-this-repo.tsx,3
frontend/src/components/features/microagent-management/microagent-management-add-microagent-button.tsx,frontend/src/components/features/microagent-management/microagent-management-upsert-microagent-modal.tsx,3
frontend/src/components/features/microagent-management/microagent-management-add-microagent-button.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent-content.tsx,3
frontend/src/components/features/microagent-management/microagent-management-add-microagent-button.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent-header.tsx,3
frontend/src/components/features/microagent-management/microagent-management-content.tsx,frontend/src/components/features/microagent-management/microagent-management-conversation-stopped.tsx,3
frontend/src/components/features/microagent-management/microagent-management-content.tsx,frontend/src/components/features/microagent-management/microagent-management-error.tsx,3
frontend/src/components/features/microagent-management/microagent-management-content.tsx,frontend/src/components/features/microagent-management/microagent-management-learn-this-repo.tsx,3
frontend/src/components/features/microagent-management/microagent-management-content.tsx,frontend/src/components/features/microagent-management/microagent-management-main.tsx,3
frontend/src/components/features/microagent-management/microagent-management-content.tsx,frontend/src/components/features/microagent-management/microagent-management-opening-pr.tsx,3
frontend/src/components/features/microagent-management/microagent-management-content.tsx,frontend/src/components/features/microagent-management/microagent-management-review-pr.tsx,3
frontend/src/components/features/microagent-management/microagent-management-content.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent.tsx,3
frontend/src/components/features/microagent-management/microagent-management-conversation-stopped.tsx,frontend/src/components/features/microagent-management/microagent-management-error.tsx,3
frontend/src/components/features/microagent-management/microagent-management-conversation-stopped.tsx,frontend/src/components/features/microagent-management/microagent-management-main.tsx,3
frontend/src/components/features/microagent-management/microagent-management-conversation-stopped.tsx,frontend/src/components/features/microagent-management/microagent-management-microagent-card.tsx,3
frontend/src/components/features/microagent-management/microagent-management-conversation-stopped.tsx,frontend/src/components/features/microagent-management/microagent-management-opening-pr.tsx,3
frontend/src/components/features/microagent-management/microagent-management-conversation-stopped.tsx,frontend/src/components/features/microagent-management/microagent-management-repo-microagents.tsx,3
frontend/src/components/features/microagent-management/microagent-management-conversation-stopped.tsx,frontend/src/components/features/microagent-management/microagent-management-review-pr.tsx,3
frontend/src/components/features/microagent-management/microagent-management-conversation-stopped.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent-content.tsx,3
frontend/src/components/features/microagent-management/microagent-management-conversation-stopped.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent-header.tsx,3
frontend/src/components/features/microagent-management/microagent-management-conversation-stopped.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent.tsx,3
frontend/src/components/features/microagent-management/microagent-management-error.tsx,frontend/src/components/features/microagent-management/microagent-management-main.tsx,3
frontend/src/components/features/microagent-management/microagent-management-error.tsx,frontend/src/components/features/microagent-management/microagent-management-microagent-card.tsx,3
frontend/src/components/features/microagent-management/microagent-management-error.tsx,frontend/src/components/features/microagent-management/microagent-management-opening-pr.tsx,3
frontend/src/components/features/microagent-management/microagent-management-error.tsx,frontend/src/components/features/microagent-management/microagent-management-repo-microagents.tsx,3
frontend/src/components/features/microagent-management/microagent-management-error.tsx,frontend/src/components/features/microagent-management/microagent-management-review-pr.tsx,3
frontend/src/components/features/microagent-management/microagent-management-error.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent-content.tsx,3
frontend/src/components/features/microagent-management/microagent-management-error.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent-header.tsx,3
frontend/src/components/features/microagent-management/microagent-management-error.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent.tsx,3
frontend/src/components/features/microagent-management/microagent-management-learn-this-repo-modal.tsx,frontend/src/components/features/microagent-management/microagent-management-learn-this-repo.tsx,3
frontend/src/components/features/microagent-management/microagent-management-learn-this-repo-modal.tsx,frontend/src/components/features/microagent-management/microagent-management-repo-microagents.tsx,3
frontend/src/components/features/microagent-management/microagent-management-learn-this-repo.tsx,frontend/src/components/features/microagent-management/microagent-management-main.tsx,3
frontend/src/components/features/microagent-management/microagent-management-learn-this-repo.tsx,frontend/src/components/features/microagent-management/microagent-management-microagent-card.tsx,3
frontend/src/components/features/microagent-management/microagent-management-learn-this-repo.tsx,frontend/src/components/features/microagent-management/microagent-management-sidebar-tabs.tsx,3
frontend/src/components/features/microagent-management/microagent-management-learn-this-repo.tsx,frontend/src/components/features/microagent-management/microagent-management-sidebar.tsx,3
frontend/src/components/features/microagent-management/microagent-management-main.tsx,frontend/src/components/features/microagent-management/microagent-management-opening-pr.tsx,3
frontend/src/components/features/microagent-management/microagent-management-main.tsx,frontend/src/components/features/microagent-management/microagent-management-review-pr.tsx,3
frontend/src/components/features/microagent-management/microagent-management-main.tsx,frontend/src/components/features/microagent-management/microagent-management-sidebar-tabs.tsx,3
frontend/src/components/features/microagent-management/microagent-management-main.tsx,frontend/src/components/features/microagent-management/microagent-management-sidebar.tsx,3
frontend/src/components/features/microagent-management/microagent-management-main.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent-content.tsx,3
frontend/src/components/features/microagent-management/microagent-management-main.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent-header.tsx,3
frontend/src/components/features/microagent-management/microagent-management-main.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent.tsx,3
frontend/src/components/features/microagent-management/microagent-management-microagent-card.tsx,frontend/src/components/features/microagent-management/microagent-management-opening-pr.tsx,3
frontend/src/components/features/microagent-management/microagent-management-microagent-card.tsx,frontend/src/components/features/microagent-management/microagent-management-review-pr.tsx,3
frontend/src/components/features/microagent-management/microagent-management-microagent-card.tsx,frontend/src/components/features/microagent-management/microagent-management-upsert-microagent-modal.tsx,3
frontend/src/components/features/microagent-management/microagent-management-microagent-card.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent-header.tsx,3
frontend/src/components/features/microagent-management/microagent-management-microagent-card.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent.tsx,3
frontend/src/components/features/microagent-management/microagent-management-opening-pr.tsx,frontend/src/components/features/microagent-management/microagent-management-repo-microagents.tsx,3
frontend/src/components/features/microagent-management/microagent-management-opening-pr.tsx,frontend/src/components/features/microagent-management/microagent-management-review-pr.tsx,3
frontend/src/components/features/microagent-management/microagent-management-opening-pr.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent-content.tsx,3
frontend/src/components/features/microagent-management/microagent-management-opening-pr.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent-header.tsx,3
frontend/src/components/features/microagent-management/microagent-management-opening-pr.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent.tsx,3
frontend/src/components/features/microagent-management/microagent-management-repo-microagents.tsx,frontend/src/components/features/microagent-management/microagent-management-review-pr.tsx,3
frontend/src/components/features/microagent-management/microagent-management-repo-microagents.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent.tsx,3
frontend/src/components/features/microagent-management/microagent-management-review-pr.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent-content.tsx,3
frontend/src/components/features/microagent-management/microagent-management-review-pr.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent-header.tsx,3
frontend/src/components/features/microagent-management/microagent-management-review-pr.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent.tsx,3
frontend/src/components/features/microagent-management/microagent-management-sidebar.tsx,frontend/src/components/features/microagent-management/microagent-management-upsert-microagent-modal.tsx,3
frontend/src/components/features/microagent-management/microagent-management-sidebar.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent-content.tsx,3
frontend/src/components/features/microagent-management/microagent-management-sidebar.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent-header.tsx,3
frontend/src/components/features/microagent-management/microagent-management-upsert-microagent-modal.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent-header.tsx,3
frontend/src/components/features/microagent-management/microagent-management-view-microagent-content.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent.tsx,3
frontend/src/components/features/microagent-management/microagent-management-view-microagent-header.tsx,frontend/src/components/features/microagent-management/microagent-management-view-microagent.tsx,3
frontend/src/hooks/chat/use-chat-input-logic.ts,frontend/src/hooks/chat/use-grip-resize.ts,3
frontend/src/hooks/chat/use-grip-resize.ts,frontend/src/hooks/use-auto-resize.ts,3
frontend/src/hooks/use-terminal.ts,frontend/src/services/observations.ts,3
frontend/src/services/settings.ts,openhands/core/config/llm_config.py,3
frontend/src/components/features/home/git-provider-dropdown/git-provider-dropdown.tsx,frontend/src/components/features/home/shared/dropdown-item.tsx,3
frontend/src/components/features/home/git-repo-dropdown/git-repo-dropdown.tsx,frontend/src/components/features/home/shared/dropdown-item.tsx,3
openhands/agenthub/codeact_agent/codeact_agent.py,openhands/memory/view.py,3
frontend/src/components/v1/chat/event-content-helpers/get-event-content.tsx,frontend/src/components/v1/chat/event-content-helpers/get-observation-content.ts,3
openhands/app_server/app_conversation/app_conversation_service_base.py,tests/unit/experiments/test_experiment_manager.py,3
frontend/__tests__/components/shared/modals/settings/settings-form.test.tsx,frontend/src/hooks/mutation/use-add-mcp-server.ts,3
frontend/__tests__/components/shared/modals/settings/settings-form.test.tsx,frontend/src/hooks/mutation/use-delete-mcp-server.ts,3
frontend/__tests__/components/shared/modals/settings/settings-form.test.tsx,frontend/src/hooks/mutation/use-update-mcp-server.ts,3
frontend/__tests__/components/shared/modals/settings/settings-form.test.tsx,frontend/src/types/settings.ts,3
frontend/__tests__/utils/has-advanced-settings-set.test.ts,frontend/src/hooks/query/use-settings.ts,3
frontend/__tests__/utils/has-advanced-settings-set.test.ts,frontend/src/routes/llm-settings.tsx,3
frontend/__tests__/utils/has-advanced-settings-set.test.ts,frontend/src/types/settings.ts,3
frontend/src/components/shared/modals/settings/settings-form.tsx,frontend/src/routes/app-settings.tsx,3
frontend/src/hooks/mutation/use-add-mcp-server.ts,frontend/src/hooks/mutation/use-save-settings.ts,3
frontend/src/hooks/mutation/use-add-mcp-server.ts,frontend/src/hooks/query/use-settings.ts,3
frontend/src/hooks/mutation/use-add-mcp-server.ts,frontend/src/mocks/handlers.ts,3
frontend/src/hooks/mutation/use-add-mcp-server.ts,frontend/src/routes/mcp-settings.tsx,3
frontend/src/hooks/mutation/use-create-conversation.ts,frontend/src/types/settings.ts,3
frontend/src/hooks/mutation/use-delete-mcp-server.ts,frontend/src/hooks/mutation/use-save-settings.ts,3
frontend/src/hooks/mutation/use-delete-mcp-server.ts,frontend/src/hooks/query/use-settings.ts,3
frontend/src/hooks/mutation/use-delete-mcp-server.ts,frontend/src/mocks/handlers.ts,3
frontend/src/hooks/mutation/use-delete-mcp-server.ts,frontend/src/types/settings.ts,3
frontend/src/hooks/mutation/use-save-settings.ts,frontend/src/hooks/mutation/use-update-mcp-server.ts,3
frontend/src/hooks/mutation/use-save-settings.ts,frontend/src/utils/has-advanced-settings-set.ts,3
frontend/src/hooks/mutation/use-update-mcp-server.ts,frontend/src/hooks/query/use-settings.ts,3
frontend/src/hooks/mutation/use-update-mcp-server.ts,frontend/src/mocks/handlers.ts,3
frontend/src/hooks/mutation/use-update-mcp-server.ts,frontend/src/routes/mcp-settings.tsx,3
frontend/src/hooks/query/use-settings.ts,frontend/src/routes/root-layout.tsx,3
frontend/src/mocks/handlers.ts,frontend/src/utils/__tests__/settings-utils.test.ts,3
frontend/src/routes/git-settings.tsx,frontend/src/utils/settings-utils.ts,3
frontend/src/routes/llm-settings.tsx,frontend/src/utils/has-advanced-settings-set.ts,3
frontend/src/routes/mcp-settings.tsx,frontend/src/services/settings.ts,3
frontend/src/utils/__tests__/settings-utils.test.ts,frontend/src/utils/settings-utils.ts,3
frontend/src/components/features/settings/settings-layout.tsx,frontend/src/components/features/settings/settings-navigation.tsx,3
frontend/src/components/features/settings/settings-navigation.tsx,frontend/src/routes/settings.tsx,3
openhands/app_server/app_conversation/live_status_app_conversation_service.py,openhands/app_server/user/specifiy_user_context.py,3
openhands/app_server/app_conversation/live_status_app_conversation_service.py,openhands/app_server/user/user_context.py,3
openhands/app_server/user/specifiy_user_context.py,tests/unit/app_server/test_live_status_app_conversation_service.py,3
openhands/app_server/user/user_context.py,tests/unit/app_server/test_live_status_app_conversation_service.py,3
frontend/tests/conversation-panel.test.ts,frontend/tests/settings.spec.ts,3
frontend/tests/redirect.spec.ts,frontend/tests/settings.spec.ts,3
frontend/__tests__/components/features/analytics/analytics-consent-form-modal.test.tsx,frontend/__tests__/components/features/home/repo-connector.test.tsx,3
frontend/__tests__/components/features/analytics/analytics-consent-form-modal.test.tsx,frontend/__tests__/components/shared/modals/settings/settings-form.test.tsx,3
frontend/__tests__/components/features/analytics/analytics-consent-form-modal.test.tsx,frontend/__tests__/routes/app-settings.test.tsx,3
frontend/__tests__/components/features/analytics/analytics-consent-form-modal.test.tsx,frontend/__tests__/routes/git-settings.test.tsx,3
frontend/__tests__/components/features/analytics/analytics-consent-form-modal.test.tsx,frontend/__tests__/routes/home-screen.test.tsx,3
frontend/__tests__/components/features/analytics/analytics-consent-form-modal.test.tsx,frontend/__tests__/routes/llm-settings.test.tsx,3
frontend/__tests__/components/features/home/repo-connector.test.tsx,frontend/__tests__/components/features/sidebar/sidebar.test.tsx,3
frontend/__tests__/components/features/home/repo-connector.test.tsx,frontend/__tests__/hooks/mutation/use-save-settings.test.tsx,3
frontend/__tests__/components/features/home/repo-connector.test.tsx,frontend/__tests__/routes/app-settings.test.tsx,3
frontend/__tests__/components/features/home/repo-connector.test.tsx,frontend/src/hooks/query/use-settings.ts,3
frontend/__tests__/components/features/sidebar/sidebar.test.tsx,frontend/__tests__/components/shared/modals/settings/settings-form.test.tsx,3
frontend/__tests__/components/features/sidebar/sidebar.test.tsx,frontend/__tests__/routes/_oh.test.tsx,3
frontend/__tests__/components/features/sidebar/sidebar.test.tsx,frontend/__tests__/routes/app-settings.test.tsx,3
frontend/__tests__/components/features/sidebar/sidebar.test.tsx,frontend/__tests__/routes/git-settings.test.tsx,3
frontend/__tests__/components/features/sidebar/sidebar.test.tsx,frontend/__tests__/routes/home-screen.test.tsx,3
frontend/__tests__/components/features/sidebar/sidebar.test.tsx,frontend/__tests__/routes/llm-settings.test.tsx,3
frontend/__tests__/components/shared/modals/settings/settings-form.test.tsx,frontend/__tests__/hooks/mutation/use-save-settings.test.tsx,3
frontend/__tests__/hooks/mutation/use-save-settings.test.tsx,frontend/__tests__/routes/_oh.test.tsx,3
frontend/__tests__/hooks/mutation/use-save-settings.test.tsx,frontend/__tests__/routes/app-settings.test.tsx,3
frontend/__tests__/hooks/mutation/use-save-settings.test.tsx,frontend/__tests__/routes/git-settings.test.tsx,3
frontend/__tests__/hooks/mutation/use-save-settings.test.tsx,frontend/__tests__/routes/home-screen.test.tsx,3
frontend/__tests__/hooks/mutation/use-save-settings.test.tsx,frontend/__tests__/routes/llm-settings.test.tsx,3
frontend/__tests__/routes/app-settings.test.tsx,frontend/__tests__/routes/home-screen.test.tsx,3
frontend/__tests__/routes/app-settings.test.tsx,frontend/src/hooks/mutation/use-save-settings.ts,3
frontend/__tests__/routes/app-settings.test.tsx,frontend/src/mocks/handlers.ts,3
frontend/__tests__/routes/git-settings.test.tsx,frontend/src/hooks/mutation/use-save-settings.ts,3
frontend/__tests__/routes/home-screen.test.tsx,frontend/__tests__/routes/secrets-settings.test.tsx,3
frontend/__tests__/routes/home-screen.test.tsx,frontend/src/hooks/query/use-settings.ts,3
frontend/__tests__/routes/llm-settings.test.tsx,frontend/src/hooks/mutation/use-save-settings.ts,3
openhands/app_server/app_conversation/live_status_app_conversation_service.py,openhands/app_server/config.py,3
openhands/app_server/config.py,tests/unit/experiments/test_experiment_manager.py,3
enterprise/integrations/github/github_view.py,tests/unit/experiments/test_experiment_manager.py,3
frontend/src/components/features/chat/expandable-message.tsx,frontend/src/components/features/sidebar/sidebar.tsx,3
frontend/src/components/features/chat/expandable-message.tsx,frontend/src/routes/settings.tsx,3
frontend/src/hooks/query/use-balance.ts,frontend/src/routes/settings.tsx,3
frontend/__tests__/components/modals/microagents/microagent-modal.test.tsx,frontend/__tests__/hooks/use-terminal.test.tsx,3
frontend/__tests__/hooks/use-terminal.test.tsx,frontend/package-lock.json,3
frontend/__tests__/hooks/use-terminal.test.tsx,frontend/package.json,3
frontend/src/hooks/mutation/use-save-settings.ts,frontend/src/utils/feature-flags.ts,3
frontend/src/services/settings.ts,frontend/src/utils/feature-flags.ts,3
frontend/package-lock.json,frontend/src/types/core/actions.ts,3
frontend/package.json,frontend/src/types/core/actions.ts,3
frontend/src/types/v1/core/base/action.ts,frontend/src/types/v1/core/base/observation.ts,3
frontend/src/components/features/chat/chat-message.tsx,frontend/src/components/features/chat/generic-event-message.tsx,3
frontend/src/components/features/chat/error-message.tsx,frontend/src/components/features/chat/expandable-message.tsx,3
frontend/src/components/features/chat/error-message.tsx,frontend/src/components/features/chat/generic-event-message.tsx,3
openhands/controller/agent_controller.py,tests/unit/controller/test_agent_controller_posthog.py,3
frontend/src/api/conversation-service/v1-conversation-service.api.ts,frontend/src/contexts/conversation-websocket-context.tsx,3
frontend/src/types/v1/core/base/base.ts,frontend/src/types/v1/core/base/observation.ts,3
frontend/src/types/v1/core/events/conversation-state-event.ts,frontend/src/types/v1/type-guards.ts,3
enterprise/poetry.lock,openhands/app_server/sandbox/docker_sandbox_spec_service.py,3
openhands/app_server/sandbox/docker_sandbox_spec_service.py,poetry.lock,3
openhands/app_server/sandbox/docker_sandbox_spec_service.py,pyproject.toml,3
frontend/src/components/shared/modals/settings/model-selector.tsx,frontend/src/routes/llm-settings.tsx,3
frontend/__tests__/components/features/home/repo-connector.test.tsx,frontend/src/components/features/waitlist/auth-modal.tsx,3
frontend/__tests__/components/features/home/repo-connector.test.tsx,frontend/src/types/settings.ts,3
frontend/__tests__/components/features/home/repo-connector.test.tsx,openhands/resolver/README.md,3
